target_drug,target_group,target_role,pt,a,b,c,d,expected,n_drug,n_event,N,prr,ror,ror_ci_lower,ror_ci_upper,chi2,pval,pval_adj,fdr_sig,ebgm,eb05,eb95,ic,ic025,criteria_met,is_signal,signal_strength,n_cases,death_rate,serious_rate,median_age,gt_severity,pt_severity,llm_severity,llm_reasoning,final_severity,calib_source
omeprazole,negative_control,neg,TENSION HEADACHE,43,5776,267,1403201,1.2800018732876979,5819,310,1409287,39.2144,39.5021,28.6424,54.4794,1333.2077,6.867507595315373e-292,1.6285488268633722e-290,1,31.4301,24.3057,40.1125,4.6111,4.1798,4,1,Strong,55,0.0,0.5636363636363636,58.0,MILD,MILD,MILD,"Common headache type, typically self-limiting",MILD,consensus
omeprazole,negative_control,neg,TETANY,9,5810,142,1403326,0.6234847834401368,5819,151,1409287,16.0764,16.101,8.3446,31.0672,99.9277,1.5806400046227783e-23,7.439195937519457e-23,1,12.6923,7.1411,21.218,3.0799,2.1374,4,1,Moderate,11,0.0,0.8181818181818182,65.0,,,MODERATE,Muscle spasms requiring medical evaluation for electrolyte imbalance,MODERATE,llm_only
omeprazole,negative_control,neg,THROAT CLEARING,18,5801,442,1403026,1.8993576184269068,5819,460,1409287,10.0818,10.1108,6.3456,16.1099,128.7114,7.843331736167815e-30,4.2145407325491896e-29,1,9.0743,6.0709,13.1482,2.9468,2.2803,4,1,Moderate,35,0.02857142857142857,0.37142857142857144,51.0,MILD,MILD,MILD,"Minor respiratory symptom, typically self-limiting",MILD,consensus
omeprazole,negative_control,neg,THYROID DISORDER,31,5788,1296,1402172,5.479233825331533,5819,1327,1409287,5.8589,5.8854,4.1292,8.3884,114.8385,8.53757507141005e-27,4.3259784370765457e-26,1,5.5752,4.114,7.4194,2.3973,1.8895,4,1,Moderate,75,0.013333333333333334,0.6933333333333334,54.0,MODERATE,MILD,MODERATE,Endocrine dysfunction requiring medical monitoring and treatment,MODERATE,consensus
omeprazole,negative_control,neg,TINNITUS,187,5632,2694,1400774,11.895759344973735,5819,2881,1409287,16.7804,17.3057,14.8903,20.113,2578.7134,0.0,0.0,1,15.6062,13.8171,17.5736,3.919,3.7122,4,1,Strong,333,0.29376854599406527,0.6201780415430267,58.0,MODERATE,MILD,MILD,"Ear ringing, typically not life-threatening",MODERATE,conservative
omeprazole,negative_control,neg,TOBACCO ABUSE,8,5811,14,1403454,0.09083884262041728,5819,22,1409287,141.3614,141.5667,60.6843,330.2522,606.8344,5.461020581205185e-134,7.250229844534337e-133,1,44.6175,24.2109,76.7675,3.8466,2.8469,4,1,Strong,11,0.0,0.2727272727272727,54.0,,,MILD,"Behavioral issue, not acute medical emergency",MILD,llm_only
omeprazole,negative_control,neg,TONGUE BITING,15,5804,109,1403359,0.5120007493150792,5819,124,1409287,34.1348,34.2233,20.093,58.2906,383.7742,1.8761781598105775e-85,1.8635439634482169e-84,1,25.0144,16.0848,37.4802,3.937,3.2069,4,1,Strong,17,0.0,0.5294117647058824,56.0,,,MILD,"Minor injury, typically self-limiting",MILD,llm_only
omeprazole,negative_control,neg,TONGUE COATED,8,5811,161,1403307,0.6978074728568417,5819,169,1409287,12.6919,12.709,6.3731,25.3437,66.5903,3.342198165968094e-16,1.2959364602531385e-15,1,10.2251,5.5485,17.593,2.8271,1.8273,4,1,Moderate,16,0.0,0.625,61.0,MILD,MILD,MILD,"Cosmetic oral finding, typically benign",MILD,consensus
omeprazole,negative_control,neg,TONGUE INJURY,12,5807,51,1403417,0.26012941295846764,5819,63,1409287,58.5306,58.6544,31.599,108.8747,487.6964,4.5192059963766386e-108,5.2158285169448685e-107,1,34.4529,20.99,53.9918,4.0395,3.2233,4,1,Strong,15,0.13333333333333333,0.8666666666666667,52.0,,,MILD,"Minor trauma, typically self-healing",MILD,llm_only
omeprazole,negative_control,neg,TOXIC EPIDERMAL NECROLYSIS,43,5776,895,1402573,3.8730379262705186,5819,938,1409287,11.714,11.7946,8.6906,16.0073,387.0931,3.553990706643188e-86,3.546776923070841e-85,1,10.8632,8.4008,13.8641,3.3143,2.8831,4,1,Strong,61,0.45901639344262296,0.8688524590163934,71.0,FATAL,FATAL,FATAL,Severe skin necrosis with high mortality risk,FATAL,consensus
omeprazole,negative_control,neg,TRANSIENT ISCHAEMIC ATTACK,70,5749,1559,1401909,6.726203392211806,5819,1629,1409287,10.9014,11.0228,8.6704,14.0135,588.9603,4.2175378769647145e-130,5.500325701611807e-129,1,10.2771,8.4102,12.4573,3.2863,2.9483,4,1,Strong,140,0.08450704225352113,0.6338028169014085,72.0,MODERATE,MODERATE,SEVERE,Stroke precursor requiring urgent neurological evaluation,SEVERE,conservative
omeprazole,negative_control,neg,TRICUSPID VALVE INCOMPETENCE,14,5805,367,1403101,1.57316359265359,5819,381,1409287,9.5146,9.5359,5.6387,16.1266,90.822,1.5719690561471347e-21,7.0583085473882e-21,1,8.4493,5.3467,12.8309,2.8061,2.0504,4,1,Moderate,42,0.06666666666666667,0.7777777777777778,62.0,MODERATE,MODERATE,MODERATE,Cardiac valve dysfunction requiring cardiac monitoring,MODERATE,consensus
omeprazole,negative_control,neg,TUBULOINTERSTITIAL NEPHRITIS,143,5676,853,1402615,4.112522147724346,5819,996,1409287,40.5442,41.5438,34.7437,49.6748,4679.3907,0.0,0.0,1,34.0414,29.6097,38.9814,4.9594,4.7229,4,1,Strong,163,0.06097560975609756,0.6524390243902439,62.0,MODERATE,MODERATE,SEVERE,Serious kidney inflammation requiring hospitalization and urgent intervention,SEVERE,conservative
omeprazole,negative_control,neg,ULCER,37,5782,1055,1402413,4.508909824613439,5819,1092,1409287,8.5675,8.6166,6.215,11.9462,228.0973,1.549890960749791e-51,1.121181543455587e-50,1,8.0564,6.1035,10.4731,2.9043,2.4395,4,1,Moderate,122,0.07317073170731707,0.6016260162601627,51.0,SEVERE,SEVERE,MODERATE,Requires medical treatment but generally not immediately life-threatening,SEVERE,conservative
omeprazole,negative_control,neg,URINARY TRACT DISORDER,99,5720,299,1403169,1.643357243769367,5819,398,1409287,80.1136,81.4896,64.858,102.3862,5733.8515,0.0,0.0,1,57.1542,48.3117,67.229,5.5368,5.2526,4,1,Strong,108,0.9351851851851852,0.9537037037037037,61.0,FATAL,FATAL,MODERATE,Vague term but urinary disorders typically require medical attention,FATAL,conservative
omeprazole,negative_control,neg,URINE OUTPUT DECREASED,14,5805,428,1403040,1.8250349290102017,5819,442,1409287,8.1601,8.178,4.8426,13.8107,75.0193,4.661287920333359e-18,1.9124894805262043e-17,1,7.3378,4.6434,11.143,2.6407,1.885,4,1,Moderate,35,0.37142857142857144,0.6571428571428571,17.0,SEVERE,SEVERE,MODERATE,May indicate kidney dysfunction requiring monitoring and intervention,SEVERE,conservative
omeprazole,negative_control,neg,URTICARIAL VASCULITIS,6,5813,74,1403394,0.3303230640742446,5819,80,1409287,21.0396,21.062,9.4446,46.9693,81.2474,1.9915701448790389e-19,8.472933267079845e-19,1,14.4144,7.0894,26.7718,2.9687,1.8143,4,1,Moderate,6,0.0,0.0,64.0,,,MODERATE,Inflammatory condition requiring medical treatment and monitoring,MODERATE,llm_only
omeprazole,negative_control,neg,UTERINE HAEMATOMA,3,5816,7,1403461,0.041290383009280576,5819,10,1409287,112.5347,112.6019,31.6524,400.5761,147.0163,7.783252530339577e-34,4.468780647041991e-33,1,23.3737,8.4733,54.2442,2.6929,1.0603,4,1,Strong,3,0.0,0.0,34.0,,,MODERATE,Requires medical evaluation and monitoring for complications,MODERATE,llm_only
omeprazole,negative_control,neg,VASCULAR ENCEPHALOPATHY,7,5812,16,1403452,0.09496788092134534,5819,23,1409287,109.6118,109.7519,46.2787,260.2811,433.7804,2.4439877927331427e-96,2.6046835218796137e-95,1,38.2059,19.843,68.0357,3.656,2.5872,4,1,Strong,7,1.0,1.0,68.0,,,SEVERE,Brain vascular disorder potentially causing serious neurological complications,SEVERE,llm_only
omeprazole,negative_control,neg,VASCULAR PSEUDOANEURYSM,10,5809,64,1403404,0.3055488342686763,5819,74,1409287,39.2563,39.3254,20.4732,75.5374,277.8374,2.222633486292917e-62,1.8223370718632864e-61,1,25.4335,14.7536,41.4851,3.7043,2.8101,4,1,Strong,13,0.6923076923076923,0.9230769230769231,81.0,,,SEVERE,Risk of rupture and bleeding requiring urgent intervention,SEVERE,llm_only
omeprazole,negative_control,neg,VASCULITIC RASH,4,5815,24,1403444,0.11561307242598562,5819,28,1409287,44.2921,44.3256,16.2161,121.1613,99.4852,1.9763116285059803e-23,9.28067383650532e-23,1,19.7658,8.2376,41.5351,2.8698,1.456,4,1,Strong,4,0.0,0.25,,,,MODERATE,Inflammatory skin condition requiring medical treatment,MODERATE,llm_only
omeprazole,negative_control,neg,VASCULITIS,44,5775,816,1402652,3.5509729387981297,5819,860,1409287,13.1427,13.2362,9.778,17.9175,451.5721,3.280862785353678e-100,3.6033303115388498e-99,1,12.0989,9.3845,15.3994,3.4575,3.0312,4,1,Strong,68,0.04411764705882353,0.6029411764705882,58.0,SEVERE,SEVERE,MODERATE,Inflammatory vessel disease requiring medical treatment and monitoring,SEVERE,conservative
omeprazole,negative_control,neg,VASCULITIS NECROTISING,5,5814,35,1403433,0.1651615320371223,5819,40,1409287,37.3606,37.395,15.2261,91.8415,114.2474,1.1502581267877136e-26,5.81436167584605e-26,1,19.8389,9.0951,38.8592,3.0477,1.7831,4,1,Strong,7,0.2857142857142857,0.2857142857142857,56.0,,,SEVERE,Severe inflammatory condition with tissue death requiring urgent treatment,SEVERE,llm_only
omeprazole,negative_control,neg,VENTILATION PERFUSION MISMATCH,3,5816,18,1403450,0.08670980431948921,5819,21,1409287,45.6222,45.649,14.5591,143.1295,67.4457,2.1656986336311092e-16,8.43518744284628e-16,1,17.3529,6.2907,40.2716,2.5766,0.9441,4,1,Moderate,3,0.0,0.3333333333333333,35.0,,,MODERATE,Pulmonary function abnormality requiring medical evaluation,MODERATE,llm_only
omeprazole,negative_control,neg,VENTRICULAR ARRHYTHMIA,10,5809,156,1403312,0.6854203579540576,5819,166,1409287,16.1791,16.2066,8.6716,30.2888,113.8398,1.4126991704358596e-26,7.116568566915617e-26,1,12.9677,7.5224,21.1519,3.1469,2.2527,4,1,Moderate,11,0.18181818181818182,0.9090909090909091,62.0,SEVERE,SEVERE,SEVERE,Life-threatening heart rhythm disorder requiring immediate intervention,SEVERE,consensus
omeprazole,negative_control,neg,VENTRICULAR HYPOKINESIA,10,5809,160,1403308,0.7019365111577699,5819,170,1409287,15.7759,15.8026,8.4596,29.5194,110.7454,6.727964944934633e-26,3.337957717382638e-25,1,12.6971,7.3654,20.7105,3.127,2.2328,4,1,Moderate,13,0.07142857142857142,0.9285714285714286,62.0,MODERATE,MODERATE,MODERATE,Reduced heart function requiring medical monitoring,MODERATE,consensus
omeprazole,negative_control,neg,VENTRICULAR TACHYCARDIA,56,5763,766,1402702,3.3940694833628635,5819,822,1409287,17.7753,17.9397,13.6752,23.534,803.7184,8.387269878656503e-177,1.3564937577870988e-175,1,16.0884,12.8518,19.9378,3.8589,3.481,4,1,Strong,81,0.07407407407407407,0.691358024691358,65.0,MODERATE,MODERATE,SEVERE,Life-threatening fast heart rhythm requiring urgent intervention,SEVERE,conservative
omeprazole,negative_control,neg,VIRAL TEST POSITIVE,11,5808,28,1403440,0.16103249373619427,5819,39,1409287,97.3045,97.4951,49.1362,193.4483,666.5762,5.548732279961126e-147,7.892362693290898e-146,1,44.0859,26.2528,70.3928,4.1208,3.2682,4,1,Strong,11,0.0,0.9090909090909091,52.0,,,MILD,Laboratory finding without inherent clinical severity,MILD,llm_only
omeprazole,negative_control,neg,VITAMIN B12 DEFICIENCY,24,5795,321,1403147,1.42451821382018,5819,345,1409287,18.3766,18.45,12.2248,27.8454,343.602,1.0481879650471957e-76,9.656947210772103e-76,1,15.8824,11.23,21.9422,3.6702,3.093,4,1,Strong,52,0.038461538461538464,0.4807692307692308,50.0,MILD,MILD,MODERATE,Requires treatment and monitoring for neurological complications,MODERATE,conservative
omeprazole,negative_control,neg,VITAMIN B12 INCREASED,17,5802,87,1403381,0.42941998329651804,5819,104,1409287,48.2292,48.3716,28.934,80.8672,603.9623,2.3012876751885245e-133,3.038853465445903e-132,1,32.8469,21.7127,48.0822,4.2349,3.5491,4,1,Strong,18,0.0,0.6666666666666666,50.0,MODERATE,MODERATE,MILD,Laboratory abnormality typically without immediate clinical consequences,MODERATE,conservative
omeprazole,negative_control,neg,VITAMIN D DEFICIENCY,21,5798,702,1402766,2.985294691570986,5819,723,1409287,7.3803,7.4039,4.8168,11.3806,103.2377,2.972578225098676e-24,1.4254073088493324e-23,1,6.8452,4.7222,9.6609,2.625,2.0079,4,1,Moderate,74,0.05405405405405406,0.4864864864864865,55.0,MILD,MILD,MILD,Common deficiency easily treated with supplementation,MILD,consensus
omeprazole,negative_control,neg,WHITE BLOOD CELLS URINE POSITIVE,17,5802,138,1403330,0.6400009366438489,5819,155,1409287,30.4697,30.5586,18.5733,50.2778,394.703,7.83517176367987e-88,7.915670103717677e-87,1,23.3667,15.446,34.2048,3.9402,3.2544,4,1,Strong,30,0.02857142857142857,0.5714285714285714,50.0,MILD,MILD,MILD,Laboratory finding suggesting infection but not severe itself,MILD,consensus
pembrolizumab,trending,study,ACUTE INTERSTITIAL PNEUMONITIS,6,15236,24,1394021,0.32446194423137376,15242,30,1409287,24.2635,24.2735,10.2213,57.6444,83.4601,6.501351418303709e-20,2.8014879760438125e-19,1,14.6184,7.1897,27.1508,2.9789,1.8245,4,1,Moderate,6,0.8333333333333334,1.0,72.0,,,SEVERE,Life-threatening lung inflammation requiring urgent intervention and hospitalization,SEVERE,llm_only
pembrolizumab,trending,study,ADDISON'S DISEASE,9,15233,93,1393952,1.1031706103866707,15242,102,1409287,9.2922,9.2974,4.7689,18.1261,50.1421,1.4300495917159331e-12,4.8646751563214975e-12,1,7.588,4.2693,12.6851,2.567,1.6244,4,1,Moderate,11,0.0,0.36363636363636365,68.0,,,SEVERE,Life-threatening adrenal insufficiency requiring immediate hormone replacement therapy,SEVERE,llm_only
pembrolizumab,trending,study,ADRENAL DISORDER,46,15196,120,1393925,1.7953560914136013,15242,166,1409287,35.2917,35.3966,25.2258,49.6682,1075.6683,6.416336212585343e-236,1.270348444773608e-234,1,24.4286,19.0565,30.9328,4.3404,3.9235,4,1,Strong,46,0.08695652173913043,0.6086956521739131,63.0,MODERATE,MODERATE,MODERATE,Requires medical evaluation and monitoring but not immediately life-threatening,MODERATE,consensus
pembrolizumab,trending,study,ADRENAL INSUFFICIENCY,324,14918,1152,1392893,15.963527656183588,15242,1476,1409287,25.7502,26.2885,23.2175,29.7658,5995.7309,0.0,0.0,1,20.1859,18.4072,22.0976,4.3009,4.1438,4,1,Strong,377,0.05804749340369393,0.5065963060686016,65.0,MODERATE,MODERATE,SEVERE,Can be life-threatening without prompt corticosteroid replacement therapy,SEVERE,conservative
pembrolizumab,trending,study,ADRENALECTOMY,3,15239,0,1394045,0.03244619442313738,15242,3,1409287,640.1838,640.3306,33.0724,12397.7354,189.7112,3.675871443736598e-43,2.424825751123203e-42,1,25.0673,9.0872,58.1746,2.7166,1.0841,4,1,Strong,3,0.0,0.3333333333333333,55.0,,,SEVERE,Major surgical procedure with significant risks and permanent consequences,SEVERE,llm_only
pembrolizumab,trending,study,ADRENALITIS,5,15237,7,1394038,0.1297847776925495,15242,12,1409287,67.0669,67.0907,22.323,201.6379,148.7676,3.223655822866115e-34,1.8617432806294125e-33,1,23.0378,10.5616,45.125,3.1265,1.8619,4,1,Strong,5,0.2,0.2,55.0,,,MODERATE,Inflammatory condition requiring medical attention and monitoring,MODERATE,llm_only
pembrolizumab,trending,study,ADRENOCORTICAL INSUFFICIENCY ACUTE,26,15216,151,1393894,1.914325470965105,15242,177,1409287,15.997,16.0232,10.6018,24.2168,293.8042,7.373437176442872e-66,6.23613522663603e-65,1,12.9983,9.32,17.7403,3.4563,2.9017,4,1,Strong,28,0.14285714285714285,0.7857142857142857,66.0,MODERATE,MODERATE,SEVERE,Acute form can cause life-threatening adrenal crisis,SEVERE,conservative
pembrolizumab,trending,study,ADRENOCORTICOTROPIC HORMONE DEFICIENCY,71,15171,100,1393945,1.8494330821188303,15242,171,1409287,65.0649,65.3668,48.248,88.5595,2576.4694,0.0,0.0,1,36.6401,30.0274,44.3538,4.9276,4.592,4,1,Strong,76,0.039473684210526314,0.75,61.0,MODERATE,MODERATE,MODERATE,Requires hormone replacement therapy and ongoing medical management,MODERATE,consensus
pembrolizumab,trending,study,ADRENOMEGALY,5,15237,15,1394030,0.21630796282091583,15242,20,1409287,32.4517,32.4631,12.2703,85.8862,85.7616,2.0299167816786956e-20,8.84527992016566e-20,1,16.5221,7.5745,32.3625,2.9408,1.6762,4,1,Moderate,5,0.0,0.4,66.0,,,MODERATE,Requires investigation and monitoring for underlying pathology,MODERATE,llm_only
pembrolizumab,trending,study,ALVEOLAR LUNG DISEASE,6,15236,9,1394036,0.16223097211568688,15242,15,1409287,62.5744,62.6006,23.0797,169.796,177.5469,1.6636216084824537e-40,1.0572347576525718e-39,1,24.0351,11.8211,44.6403,3.295,2.1406,4,1,Strong,6,0.0,0.0,69.0,,,SEVERE,Can cause severe respiratory compromise requiring urgent intervention,SEVERE,llm_only
pembrolizumab,trending,study,AMYLASE INCREASED,25,15217,260,1393785,3.0823884701980506,15242,285,1409287,8.9524,8.9657,5.9679,13.4693,150.4753,1.3648141220714653e-34,7.934965825996892e-34,1,7.8966,5.6238,10.8413,2.8315,2.266,4,1,Moderate,27,0.25925925925925924,0.48148148148148145,59.5,MODERATE,MILD,MILD,Laboratory abnormality typically requiring only monitoring,MODERATE,conservative
pembrolizumab,trending,study,ANTI-GLOMERULAR BASEMENT MEMBRANE DISEASE,5,15237,8,1394037,0.1406001758335953,15242,13,1409287,59.1767,59.1977,20.2506,173.0499,136.6451,1.441800052130845e-31,7.969093891385632e-31,1,21.9555,10.0655,43.005,3.1019,1.8374,4,1,Strong,7,0.0,0.5714285714285714,60.0,,,SEVERE,Rapidly progressive glomerulonephritis can cause kidney failure,SEVERE,llm_only
pembrolizumab,trending,study,ANTI-THYROID ANTIBODY POSITIVE,3,15239,6,1394039,0.09733858326941212,15242,9,1409287,49.2449,49.256,13.4297,180.6563,59.955,9.705013874146908e-15,3.563578656800271e-14,1,16.3664,5.933,37.9821,2.5507,0.9182,4,1,Moderate,3,0.0,1.0,55.0,,,MILD,Laboratory finding requiring monitoring but not immediate intervention,MILD,llm_only
pembrolizumab,trending,study,ANTIACETYLCHOLINE RECEPTOR ANTIBODY POSITIVE,4,15238,12,1394033,0.17304637025673267,15242,16,1409287,32.9237,32.9332,11.2106,96.7474,64.6634,8.884967287824245e-16,3.402213590223458e-15,1,15.4438,6.4364,32.4532,2.7411,1.3273,4,1,Moderate,4,0.75,1.0,68.0,,,MODERATE,Associated with myasthenia gravis requiring medical evaluation,MODERATE,llm_only
pembrolizumab,trending,study,AORTIC RUPTURE,3,15239,12,1394033,0.16223097211568688,15242,15,1409287,25.6074,25.613,7.8279,83.806,34.0562,5.354191215430942e-09,1.5322918204813038e-08,1,12.1493,4.4043,28.1955,2.4019,0.7694,4,1,Moderate,3,0.3333333333333333,1.0,73.0,,,FATAL,Typically causes immediate death from massive hemorrhage,FATAL,llm_only
pembrolizumab,trending,study,AORTIC VALVE CALCIFICATION,10,15232,26,1394019,0.3893543330776485,15242,36,1409287,36.2368,36.2611,17.7404,74.1174,215.5197,8.583969526496446e-49,6.034964276254651e-48,1,20.9834,12.1722,34.2265,3.5615,2.6673,4,1,Strong,10,0.0,0.0,85.0,,,MODERATE,Requires cardiac monitoring and may need surgical intervention,MODERATE,llm_only
pembrolizumab,trending,study,APLASIA PURE RED CELL,18,15224,165,1393880,1.9792178598113799,15242,183,1409287,10.223,10.2343,6.328,16.5517,123.0588,1.353773195646431e-28,7.11877170616216e-28,1,8.7241,5.8366,12.6406,2.8996,2.2331,4,1,Moderate,18,0.0,0.6111111111111112,69.0,MILD,MILD,SEVERE,Severe anemia requiring transfusions and immunosuppressive therapy,SEVERE,conservative
pembrolizumab,trending,study,APOPTOSIS,10,15232,9,1394036,0.20549256467987004,15242,19,1409287,101.0817,101.1506,42.0487,243.3237,424.9963,1.99506291194468e-94,2.0914838629128664e-93,1,34.0567,19.7558,55.5506,3.8956,3.0014,4,1,Strong,10,0.0,0.9,62.0,,,MODERATE,Abnormal cell death requiring investigation and monitoring,MODERATE,llm_only
pembrolizumab,trending,study,APOPTOTIC COLONOPATHY,4,15238,8,1394037,0.1297847776925495,15242,12,1409287,48.4173,48.4313,15.4466,151.8516,88.4744,5.149576920335845e-21,2.2837119535464137e-20,1,18.489,7.7055,38.8523,2.837,1.4232,4,1,Moderate,4,0.75,1.0,64.0,,,MODERATE,Colonic injury requiring medical attention and monitoring,MODERATE,llm_only
pembrolizumab,trending,study,ASCENDING FLACCID PARALYSIS,3,15239,7,1394038,0.10815398141045791,15242,10,1409287,42.6789,42.6885,12.0017,151.838,53.4749,2.6192327324923677e-13,9.174467538414254e-13,1,15.4714,5.6086,35.905,2.5248,0.8923,4,1,Moderate,3,0.0,1.0,62.0,,,SEVERE,Progressive paralysis can affect respiratory muscles,SEVERE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE ARTHRITIS,5,15237,11,1394034,0.17304637025673267,15242,16,1409287,43.7393,43.7547,15.8369,120.887,109.3779,1.3411671631615294e-25,6.616125637669752e-25,1,19.2434,8.8221,37.6927,3.0307,1.7661,4,1,Strong,5,0.0,0.8,48.0,,,MODERATE,Joint inflammation requiring anti-inflammatory treatment and monitoring,MODERATE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE BLISTERING DISEASE,3,15239,6,1394039,0.09733858326941212,15242,9,1409287,49.2449,49.256,13.4297,180.6563,59.955,9.705013874146908e-15,3.563578656800271e-14,1,16.3664,5.933,37.9821,2.5507,0.9182,4,1,Moderate,3,0.0,0.0,67.0,,,MODERATE,Skin condition requiring medical treatment and monitoring,MODERATE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE COLITIS,24,15218,24,1394021,0.519139110770198,15242,48,1409287,91.4548,91.6005,52.3111,160.3989,1028.4573,1.1715234776536953e-225,2.2296737155344524e-224,1,39.5036,27.932,54.5759,4.5874,4.0102,4,1,Strong,24,0.28,0.64,51.0,,,SEVERE,Can cause severe inflammation requiring hospitalization and immunosuppression,SEVERE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE ENDOCRINE DISORDER,3,15239,1,1394044,0.04326159256418317,15242,4,1409287,213.3946,213.4434,31.5174,1445.4882,141.039,1.5776647401351172e-32,8.86497330171161e-32,1,23.0269,8.3476,53.4396,2.6876,1.0551,4,1,Strong,3,0.3333333333333333,0.3333333333333333,,,,MODERATE,Requires hormone replacement and ongoing medical management,MODERATE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE HEPATITIS,48,15194,434,1393611,5.213021903984071,15242,482,1409287,10.2084,10.2378,7.6059,13.7804,346.8925,2.0129851440152355e-77,1.868567078302374e-76,1,9.061,7.1062,11.4182,3.0857,2.6775,4,1,Moderate,52,0.3076923076923077,0.5384615384615384,69.5,SEVERE,MODERATE,SEVERE,Can progress to liver failure requiring urgent intervention,SEVERE,consensus
pembrolizumab,trending,study,AUTOIMMUNE HYPOTHYROIDISM,12,15230,18,1394027,0.32446194423137376,15242,30,1409287,61.7938,61.8437,30.1689,126.7746,389.1392,1.2742905766560892e-86,1.2786248983453956e-85,1,29.1002,17.7289,45.6035,3.9223,3.106,4,1,Strong,13,0.0,0.6923076923076923,71.0,,,MODERATE,Requires thyroid hormone replacement and monitoring,MODERATE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE LUNG DISEASE,9,15233,12,1394033,0.22712336096196162,15242,21,1409287,69.5057,69.5484,29.9115,161.7094,304.6354,3.2202690002120195e-68,2.777717412463584e-67,1,28.5752,16.0774,47.7697,3.7077,2.7651,4,1,Strong,9,0.1111111111111111,0.3333333333333333,58.0,,,SEVERE,Can cause severe respiratory compromise requiring urgent treatment,SEVERE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE MYOCARDITIS,4,15238,12,1394033,0.17304637025673267,15242,16,1409287,32.9237,32.9332,11.2106,96.7474,64.6634,8.884967287824245e-16,3.402213590223458e-15,1,15.4438,6.4364,32.4532,2.7411,1.3273,4,1,Moderate,4,0.5,1.0,76.0,,,SEVERE,Heart inflammation can cause heart failure and arrhythmias,SEVERE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE NEPHRITIS,7,15235,11,1394034,0.19467716653882425,15242,18,1409287,59.6445,59.6733,23.7794,149.7475,206.4562,8.148219188560818e-47,5.6109352488922535e-46,1,24.8061,12.8836,44.1738,3.4325,2.3637,4,1,Strong,7,0.0,0.8571428571428571,71.5,,,SEVERE,Can progress to kidney failure requiring urgent intervention,SEVERE,llm_only
pembrolizumab,trending,study,AUTOIMMUNE PANCREATITIS,9,15233,29,1394016,0.4109851293597401,15242,38,1409287,29.4516,29.4693,14.1825,61.2331,160.9532,7.004818491870398e-37,4.220632056988904e-36,1,18.0801,10.1725,30.2248,3.3824,2.4399,4,1,Strong,9,0.1111111111111111,0.8888888888888888,54.0,,,MODERATE,Requires medical treatment and monitoring for complications,MODERATE,llm_only
pembrolizumab,trending,study,BAND NEUTROPHIL COUNT INCREASED,3,15239,4,1394041,0.07570778698732054,15242,7,1409287,71.1315,71.1476,17.5979,287.6469,78.4791,8.0847796856814e-19,3.3916524563083235e-18,1,18.5077,6.7093,42.9516,2.6039,0.9714,4,1,Moderate,3,1.0,1.0,69.0,,,MILD,"Lab abnormality, typically asymptomatic and self-monitoring",MILD,llm_only
pembrolizumab,trending,study,BLADDER TAMPONADE,6,15236,27,1394018,0.3569081386545111,15242,33,1409287,21.6166,21.6254,9.1972,50.8476,74.9247,4.890170663458239e-18,2.0052826601614965e-17,1,13.5562,6.6673,25.1779,2.9232,1.7688,4,1,Moderate,7,0.0,0.7142857142857143,70.0,,,SEVERE,Life-threatening urological emergency requiring urgent surgical intervention,SEVERE,llm_only
pembrolizumab,trending,study,BLOOD CHLORIDE DECREASED,16,15226,92,1393953,1.1680629992329454,15242,108,1409287,16.3136,16.3302,9.6695,27.5788,177.7868,1.4745975646446138e-40,9.38322436518898e-40,1,12.7607,8.325,18.8885,3.3062,2.5993,4,1,Strong,16,0.0625,0.375,65.5,MODERATE,MODERATE,MILD,"Electrolyte abnormality, usually asymptomatic requiring monitoring only",MODERATE,conservative
pembrolizumab,trending,study,BLOOD CORTICOTROPHIN ABNORMAL,3,15239,5,1394040,0.08652318512836633,15242,8,1409287,58.1985,58.2117,15.2383,222.3732,68.058,1.5876021341011282e-16,6.20650184945445e-16,1,17.3713,6.2973,40.3143,2.5771,0.9445,4,1,Moderate,3,0.0,0.3333333333333333,60.0,,,MODERATE,Hormonal abnormality requiring medical evaluation and potential treatment,MODERATE,llm_only
pembrolizumab,trending,study,BLOOD CORTICOTROPHIN DECREASED,15,15227,22,1394023,0.40016973121869426,15242,37,1409287,63.0022,63.0653,33.0161,120.4637,502.2473,3.0832649256749477e-111,3.620872424658079e-110,1,30.7258,19.7573,46.0379,4.1059,3.3758,4,1,Strong,16,0.125,0.5625,63.0,,,MODERATE,"Adrenal insufficiency risk, requires medical monitoring and intervention",MODERATE,llm_only
pembrolizumab,trending,study,BLOOD CORTICOTROPHIN INCREASED,9,15233,29,1394016,0.4109851293597401,15242,38,1409287,29.4516,29.4693,14.1825,61.2331,160.9532,7.004818491870398e-37,4.220632056988904e-36,1,18.0801,10.1725,30.2248,3.3824,2.4399,4,1,Strong,10,0.1,0.2,67.5,,,MODERATE,Hormonal abnormality requiring medical evaluation and potential treatment,MODERATE,llm_only
